,variable,value
280,"c1,1",5.7334326455500975
281,"c1,2",1.704260035081898
282,"c1,3",-10.066166026285321
283,beta1,-6.1553140172130885
284,"c1,1",5.98760616986321
285,"c1,2",2.1771860953031377
286,"c1,3",-10.25292345111292
287,beta1,-6.585938682824178
288,"c1,1",5.050682632034497
289,"c1,2",1.9385981215845167
290,"c1,3",-9.183644459348452
291,beta1,-5.602542679369574
292,"c1,1",6.312696519726778
293,"c1,2",2.161575716124366
294,"c1,3",-10.74508701700843
295,beta1,-6.829386760987516
296,"c1,1",5.829377704206257
297,"c1,2",2.2427269764043176
298,"c1,3",-11.524203956473212
299,beta1,-6.726127072665063
300,"c1,1",5.6901262271007536
301,"c1,2",2.1743941174656367
302,"c1,3",-10.745170316408775
303,beta1,-6.701967551067284
304,"c1,1",5.516705463188886
305,"c1,2",2.125735378094553
306,"c1,3",-11.425484928753017
307,beta1,-6.335148140526491
308,"c1,1",4.825956189505344
309,"c1,2",2.214495982943311
310,"c1,3",-10.618439584937214
311,beta1,-6.344542296994894
312,"c1,1",5.022801377480931
313,"c1,2",2.2910334672403816
314,"c1,3",-9.98826576120555
315,beta1,-6.159314553036376
316,"c1,1",4.347239970323059
317,"c1,2",1.705233788164796
318,"c1,3",-9.187410421127717
319,beta1,-5.047578301369775
320,"c1,1",4.492670802373022
321,"c1,2",1.7675459213210603
322,"c1,3",-8.82892906458177
323,beta1,-5.125153663414651
324,"c1,1",5.240512028914435
325,"c1,2",2.036878791059237
326,"c1,3",-9.456371254692172
327,beta1,-5.44401497430605
328,"c1,1",3.5161989343115967
329,"c1,2",1.8027820146535887
330,"c1,3",-11.931454615957577
331,beta1,-6.673135121418007
332,"c1,1",4.983566092830948
333,"c1,2",1.841505927108672
334,"c1,3",-8.53892810267463
335,beta1,-5.611074822559603
336,"c1,1",5.586515201164718
337,"c1,2",2.5795007435441653
338,"c1,3",-12.277345528164961
339,beta1,-7.2500503083481505
340,"c1,1",4.023080562856274
341,"c1,2",2.0172729900359756
342,"c1,3",-9.670381556030637
343,beta1,-5.452903971648345
344,"c1,1",4.5365065776517
345,"c1,2",1.8026759993631725
346,"c1,3",-10.862692528863965
347,beta1,-6.004068072169808
348,"c1,1",4.785287086838485
349,"c1,2",2.4220711276473135
350,"c1,3",-10.120135229550911
351,beta1,-6.210620049711084
352,"c1,1",5.020973279170738
353,"c1,2",2.3111702992844396
354,"c1,3",-9.59272280618955
355,beta1,-5.864683492964414
356,"c1,1",5.636757640635319
357,"c1,2",1.8435535224034982
358,"c1,3",-9.746286011619382
359,beta1,-5.836776252577526
360,"c1,1",5.31206210328496
361,"c1,2",1.9559077698602427
362,"c1,3",-9.817580410158957
363,beta1,-6.169458399159329
364,"c1,1",5.660931048182523
365,"c1,2",1.8679926663847324
366,"c1,3",-10.66113580854691
367,beta1,-6.522577609666129
368,"c1,1",4.814472946452935
369,"c1,2",1.7949272602582886
370,"c1,3",-8.908371488266916
371,beta1,-5.319389719783579
372,"c1,1",5.475546178422315
373,"c1,2",2.5156435662385555
374,"c1,3",-11.034562351812289
375,beta1,-6.617866392278846
376,"c1,1",4.92946021189033
377,"c1,2",2.0041851336658683
378,"c1,3",-10.171371430177096
379,beta1,-5.719832781808923
380,"c1,1",6.092058051443189
381,"c1,2",2.1788048188969906
382,"c1,3",-11.125882324892018
383,beta1,-6.768431160245798
384,"c1,1",4.638283430721017
385,"c1,2",2.0154924628343234
386,"c1,3",-9.15787327940339
387,beta1,-5.36320848030925
388,"c1,1",4.454798439798079
389,"c1,2",1.8313663371149826
390,"c1,3",-9.330701849611597
391,beta1,-5.319126496248569
392,"c1,1",4.692003808081877
393,"c1,2",1.8802537220580202
394,"c1,3",-8.831761762148236
395,beta1,-5.519152465962109
396,"c1,1",5.3244512381802025
397,"c1,2",1.5898856672635944
398,"c1,3",-9.889570517421905
399,beta1,-5.926739994063638
